product,sales,date,region
pink morsel,1653.0,2019-02-17,south
pink morsel,1722.0,2019-02-17,east
pink morsel,1641.0,2019-02-17,west
pink morsel,1695.0,2019-02-18,north
pink morsel,1749.0,2019-02-18,south
pink morsel,1728.0,2019-02-18,east
pink morsel,1764.0,2019-02-18,west
pink morsel,1716.0,2019-02-19,north
pink morsel,1599.0,2019-02-19,south
pink morsel,1596.0,2019-02-19,east
pink morsel,1644.0,2019-02-19,west
pink morsel,1740.0,2019-02-20,north
pink morsel,1641.0,2019-02-20,south
pink morsel,1566.0,2019-02-20,east
pink morsel,1656.0,2019-02-20,west
pink morsel,1599.0,2019-02-21,north
pink morsel,1725.0,2019-02-21,south
pink morsel,1731.0,2019-02-21,east
pink morsel,1719.0,2019-02-21,west
pink morsel,1770.0,2019-02-22,north
pink morsel,1794.0,2019-02-22,south
pink morsel,1725.0,2019-02-22,east
pink morsel,1713.0,2019-02-22,west
pink morsel,1599.0,2019-02-23,north
pink morsel,1743.0,2019-02-23,south
pink morsel,1518.0,2019-02-23,east
pink morsel,1614.0,2019-02-23,west
pink morsel,1692.0,2019-02-24,north
pink morsel,1755.0,2019-02-24,south
pink morsel,1653.0,2019-02-24,east
pink morsel,1524.0,2019-02-24,west
pink morsel,1635.0,2019-02-25,north
pink morsel,1734.0,2019-02-25,south
pink morsel,1713.0,2019-02-25,east
pink morsel,1578.0,2019-02-25,west
pink morsel,1566.0,2019-02-26,north
pink morsel,1653.0,2019-02-26,south
pink morsel,1506.0,2019-02-26,east
pink morsel,1656.0,2019-02-26,west
pink morsel,1593.0,2019-02-27,north
pink morsel,1545.0,2019-02-27,south
pink morsel,1734.0,2019-02-27,east
pink morsel,1635.0,2019-02-27,west
pink morsel,1710.0,2019-02-28,north
pink morsel,1569.0,2019-02-28,south
pink morsel,1731.0,2019-02-28,east
pink morsel,1599.0,2019-02-28,west
pink morsel,1593.0,2019-03-01,north
pink morsel,1707.0,2019-03-01,south
pink morsel,1638.0,2019-03-01,east
pink morsel,1539.0,2019-03-01,west
pink morsel,1782.0,2019-03-02,north
pink morsel,1794.0,2019-03-02,south
pink morsel,1608.0,2019-03-02,east
pink morsel,1689.0,2019-03-02,west
pink morsel,1698.0,2019-03-03,north
pink morsel,1518.0,2019-03-03,south
pink morsel,1593.0,2019-03-03,east
pink morsel,1611.0,2019-03-03,west
pink morsel,1587.0,2019-03-04,north
pink morsel,1686.0,2019-03-04,south
pink morsel,1518.0,2019-03-04,east
pink morsel,1632.0,2019-03-04,west
pink morsel,1566.0,2019-03-05,north
pink morsel,1569.0,2019-03-05,south
pink morsel,1743.0,2019-03-05,east
pink morsel,1557.0,2019-03-05,west
pink morsel,1746.0,2019-03-06,north
pink morsel,1662.0,2019-03-06,south
pink morsel,1674.0,2019-03-06,east
pink morsel,1608.0,2019-03-06,west
pink morsel,1551.0,2019-03-07,north
pink morsel,1581.0,2019-03-07,south
pink morsel,1560.0,2019-03-07,east
pink morsel,1674.0,2019-03-07,west
pink morsel,1521.0,2019-03-08,north
pink morsel,1782.0,2019-03-08,south
pink morsel,1617.0,2019-03-08,east
pink morsel,1797.0,2019-03-08,west
pink morsel,1533.0,2019-03-09,north
pink morsel,1749.0,2019-03-09,south
pink morsel,1656.0,2019-03-09,east
pink morsel,1644.0,2019-03-09,west
pink morsel,1545.0,2019-03-10,north
pink morsel,1776.0,2019-03-10,south
pink morsel,1650.0,2019-03-10,east
pink morsel,1737.0,2019-03-10,west
pink morsel,1659.0,2019-03-11,north
pink morsel,1722.0,2019-03-11,south
pink morsel,1689.0,2019-03-11,east
pink morsel,1692.0,2019-03-11,west
pink morsel,1518.0,2019-03-12,north
pink morsel,1581.0,2019-03-12,south
pink morsel,1626.0,2019-03-12,east
pink morsel,1668.0,2019-03-12,west
pink morsel,1524.0,2019-03-13,north
pink morsel,1797.0,2019-03-13,south
pink morsel,1542.0,2019-03-13,east
pink morsel,1653.0,2019-03-13,west
pink morsel,1677.0,2019-03-14,north
pink morsel,1524.0,2019-03-14,south
pink morsel,1692.0,2019-03-14,east
pink morsel,1704.0,2019-03-14,west
pink morsel,1647.0,2019-03-15,north
pink morsel,1671.0,2019-03-15,south
pink morsel,1563.0,2019-03-15,east
pink morsel,1650.0,2019-03-15,west
pink morsel,1563.0,2019-03-16,north
pink morsel,1680.0,2019-03-16,south
pink morsel,1728.0,2019-03-16,east
pink morsel,1680.0,2019-03-16,west
pink morsel,1683.0,2019-03-17,north
pink morsel,1638.0,2019-03-17,south
pink morsel,1545.0,2019-03-17,east
pink morsel,1671.0,2019-03-17,west
pink morsel,1701.0,2019-03-18,north
pink morsel,1515.0,2019-03-18,south
pink morsel,1764.0,2019-03-18,east
pink morsel,1668.0,2019-03-18,west
pink morsel,1677.0,2019-03-19,north
pink morsel,1752.0,2019-03-19,south
pink morsel,1635.0,2019-03-19,east
pink morsel,1605.0,2019-03-19,west
pink morsel,1635.0,2019-03-20,north
pink morsel,1596.0,2019-03-20,south
pink morsel,1608.0,2019-03-20,east
pink morsel,1779.0,2019-03-20,west
pink morsel,1776.0,2019-03-21,north
pink morsel,1635.0,2019-03-21,south
pink morsel,1791.0,2019-03-21,east
pink morsel,1779.0,2019-03-21,west
pink morsel,1746.0,2019-03-22,north
pink morsel,1545.0,2019-03-22,south
pink morsel,1767.0,2019-03-22,east
pink morsel,1731.0,2019-03-22,west
pink morsel,1734.0,2019-03-23,north
pink morsel,1509.0,2019-03-23,south
pink morsel,1686.0,2019-03-23,east
pink morsel,1797.0,2019-03-23,west
pink morsel,1566.0,2019-03-24,north
pink morsel,1557.0,2019-03-24,south
pink morsel,1797.0,2019-03-24,east
pink morsel,1755.0,2019-03-24,west
pink morsel,1650.0,2019-03-25,north
pink morsel,1500.0,2019-03-25,south
pink morsel,1554.0,2019-03-25,east
pink morsel,1734.0,2019-03-25,west
pink morsel,1701.0,2019-03-26,north
pink morsel,1782.0,2019-03-26,south
pink morsel,1797.0,2019-03-26,east
pink morsel,1557.0,2019-03-26,west
pink morsel,1668.0,2019-03-27,north
pink morsel,1575.0,2019-03-27,south
pink morsel,1608.0,2019-03-27,east
pink morsel,1527.0,2019-03-27,west
pink morsel,1518.0,2019-03-28,north
pink morsel,1509.0,2019-03-28,south
pink morsel,1767.0,2019-03-28,east
pink morsel,1557.0,2019-03-28,west
pink morsel,1605.0,2019-03-29,north
pink morsel,1686.0,2019-03-29,south
pink morsel,1656.0,2019-03-29,east
pink morsel,1653.0,2019-03-29,west
pink morsel,1722.0,2019-03-30,north
pink morsel,1593.0,2019-03-30,south
pink morsel,1557.0,2019-03-30,east
pink morsel,1710.0,2019-03-30,west
pink morsel,1785.0,2019-03-31,north
pink morsel,1710.0,2019-03-31,south
pink morsel,1653.0,2019-03-31,east
pink morsel,1572.0,2019-03-31,west
pink morsel,1512.0,2019-04-01,north
pink morsel,1794.0,2019-04-01,south
pink morsel,1569.0,2019-04-01,east
pink morsel,1608.0,2019-04-01,west
pink morsel,1623.0,2019-04-02,north
pink morsel,1791.0,2019-04-02,south
pink morsel,1785.0,2019-04-02,east
pink morsel,1629.0,2019-04-02,west
pink morsel,1539.0,2019-04-03,north
pink morsel,1626.0,2019-04-03,south
pink morsel,1695.0,2019-04-03,east
pink morsel,1518.0,2019-04-03,west
pink morsel,1530.0,2019-04-04,north
pink morsel,1683.0,2019-04-04,south
pink morsel,1662.0,2019-04-04,east
pink morsel,1632.0,2019-04-04,west
pink morsel,1614.0,2019-04-05,north
pink morsel,1605.0,2019-04-05,south
pink morsel,1662.0,2019-04-05,east
pink morsel,1713.0,2019-04-05,west
pink morsel,1749.0,2019-04-06,north
pink morsel,1713.0,2019-04-06,south
pink morsel,1716.0,2019-04-06,east
pink morsel,1557.0,2019-04-06,west
pink morsel,1605.0,2019-04-07,north
pink morsel,1635.0,2019-04-07,south
pink morsel,1518.0,2019-04-07,east
pink morsel,1632.0,2019-04-07,west
pink morsel,1713.0,2019-04-08,north
pink morsel,1779.0,2019-04-08,south
pink morsel,1743.0,2019-04-08,east
pink morsel,1575.0,2019-04-08,west
pink morsel,1728.0,2019-04-09,north
pink morsel,1719.0,2019-04-09,south
pink morsel,1755.0,2019-04-09,east
pink morsel,1617.0,2019-04-09,west
pink morsel,1542.0,2019-04-10,north
pink morsel,1626.0,2019-04-10,south
pink morsel,1509.0,2019-04-10,east
pink morsel,1638.0,2019-04-10,west
pink morsel,1581.0,2019-04-11,north
pink morsel,1680.0,2019-04-11,south
pink morsel,1569.0,2019-04-11,east
pink morsel,1635.0,2019-04-11,west
pink morsel,1539.0,2019-04-12,north
pink morsel,1587.0,2019-04-12,south
pink morsel,1593.0,2019-04-12,east
pink morsel,1581.0,2019-04-12,west
pink morsel,1515.0,2019-04-13,north
pink morsel,1611.0,2019-04-13,south
pink morsel,1644.0,2019-04-13,east
pink morsel,1794.0,2019-04-13,west
pink morsel,1500.0,2019-04-14,north
pink morsel,1737.0,2019-04-14,south
pink morsel,1722.0,2019-04-14,east
pink morsel,1764.0,2019-04-14,west
pink morsel,1530.0,2019-04-15,north
pink morsel,1602.0,2019-04-15,south
pink morsel,1524.0,2019-04-15,east
pink morsel,1770.0,2019-04-15,west
pink morsel,1596.0,2019-04-16,north
pink morsel,1668.0,2019-04-16,south
pink morsel,1584.0,2019-04-16,east
pink morsel,1713.0,2019-04-16,west
pink morsel,1569.0,2019-04-17,north
pink morsel,1686.0,2019-04-17,south
pink morsel,1647.0,2019-04-17,east
pink morsel,1509.0,2019-04-17,west
pink morsel,1590.0,2019-04-18,north
pink morsel,1650.0,2019-04-18,south
pink morsel,1557.0,2019-04-18,east
pink morsel,1575.0,2019-04-18,west
pink morsel,1773.0,2019-04-19,north
pink morsel,1629.0,2019-04-19,south
pink morsel,1524.0,2019-04-19,east
pink morsel,1512.0,2019-04-19,west
pink morsel,1521.0,2019-04-20,north
pink morsel,1653.0,2019-04-20,south
pink morsel,1584.0,2019-04-20,east
pink morsel,1713.0,2019-04-20,west
pink morsel,1683.0,2019-04-21,north
pink morsel,1749.0,2019-04-21,south
pink morsel,1545.0,2019-04-21,east
pink morsel,1629.0,2019-04-21,west
pink morsel,1533.0,2019-04-22,north
pink morsel,1587.0,2019-04-22,south
pink morsel,1671.0,2019-04-22,east
pink morsel,1650.0,2019-04-22,west
pink morsel,1668.0,2019-04-23,north
pink morsel,1674.0,2019-04-23,south
pink morsel,1728.0,2019-04-23,east
pink morsel,1518.0,2019-04-23,west
pink morsel,1554.0,2019-04-24,north
pink morsel,1719.0,2019-04-24,south
pink morsel,1746.0,2019-04-24,east
pink morsel,1665.0,2019-04-24,west
pink morsel,1503.0,2019-04-25,north
pink morsel,1692.0,2019-04-25,south
pink morsel,1725.0,2019-04-25,east
pink morsel,1764.0,2019-04-25,west
pink morsel,1710.0,2019-04-26,north
pink morsel,1635.0,2019-04-26,south
pink morsel,1764.0,2019-04-26,east
pink morsel,1758.0,2019-04-26,west
pink morsel,1740.0,2019-04-27,north
pink morsel,1776.0,2019-04-27,south
pink morsel,1740.0,2019-04-27,east
pink morsel,1620.0,2019-04-27,west
pink morsel,1566.0,2019-04-28,north
pink morsel,1704.0,2019-04-28,south
pink morsel,1578.0,2019-04-28,east
pink morsel,1503.0,2019-04-28,west
pink morsel,1602.0,2019-04-29,north
pink morsel,1791.0,2019-04-29,south
pink morsel,1752.0,2019-04-29,east
pink morsel,1800.0,2019-04-29,west
pink morsel,1719.0,2019-04-30,north
pink morsel,1767.0,2019-04-30,south
pink morsel,1500.0,2019-04-30,east
pink morsel,1623.0,2019-04-30,west
pink morsel,1665.0,2019-05-01,north
pink morsel,1800.0,2019-05-01,south
pink morsel,1731.0,2019-05-01,east
pink morsel,1542.0,2019-05-01,west
pink morsel,1575.0,2019-05-02,north
pink morsel,1548.0,2019-05-02,south
pink morsel,1797.0,2019-05-02,east
pink morsel,1521.0,2019-05-02,west
pink morsel,1560.0,2019-05-03,north
pink morsel,1521.0,2019-05-03,south
pink morsel,1605.0,2019-05-03,east
pink morsel,1740.0,2019-05-03,west
pink morsel,1617.0,2019-05-04,north
pink morsel,1743.0,2019-05-04,south
pink morsel,1629.0,2019-05-04,east
pink morsel,1749.0,2019-05-04,west
pink morsel,1512.0,2019-05-05,north
pink morsel,1746.0,2019-05-05,south
pink morsel,1530.0,2019-05-05,east
pink morsel,1611.0,2019-05-05,west
pink morsel,1569.0,2019-05-06,north
pink morsel,1689.0,2019-05-06,south
pink morsel,1557.0,2019-05-06,east
pink morsel,1560.0,2019-05-06,west
pink morsel,1650.0,2019-05-07,north
pink morsel,1695.0,2019-05-07,south
pink morsel,1620.0,2019-05-07,east
pink morsel,1644.0,2019-05-07,west
pink morsel,1800.0,2019-05-08,north
pink morsel,1515.0,2019-05-08,south
pink morsel,1785.0,2019-05-08,east
pink morsel,1650.0,2019-05-08,west
pink morsel,1797.0,2019-05-09,north
pink morsel,1641.0,2019-05-09,south
pink morsel,1665.0,2019-05-09,east
pink morsel,1767.0,2019-05-09,west
pink morsel,1500.0,2019-05-10,north
pink morsel,1788.0,2019-05-10,south
pink morsel,1725.0,2019-05-10,east
pink morsel,1557.0,2019-05-10,west
pink morsel,1503.0,2019-05-11,north
pink morsel,1518.0,2019-05-11,south
pink morsel,1650.0,2019-05-11,east
pink morsel,1614.0,2019-05-11,west
pink morsel,1743.0,2019-05-12,north
pink morsel,1524.0,2019-05-12,south
pink morsel,1761.0,2019-05-12,east
pink morsel,1743.0,2019-05-12,west
pink morsel,1563.0,2019-05-13,north
pink morsel,1716.0,2019-05-13,south
pink morsel,1560.0,2019-05-13,east
pink morsel,1614.0,2019-05-13,west
pink morsel,1617.0,2019-05-14,north
pink morsel,1761.0,2019-05-14,south
pink morsel,1635.0,2019-05-14,east
pink morsel,1614.0,2019-05-14,west
pink morsel,1509.0,2019-05-15,north
pink morsel,1650.0,2019-05-15,south
pink morsel,1755.0,2019-05-15,east
pink morsel,1569.0,2019-05-15,west
pink morsel,1605.0,2019-05-16,north
pink morsel,1695.0,2019-05-16,south
pink morsel,1662.0,2019-05-16,east
pink morsel,1605.0,2019-05-16,west
pink morsel,1731.0,2019-05-17,north
pink morsel,1590.0,2019-05-17,south
pink morsel,1620.0,2019-05-17,east
pink morsel,1752.0,2019-05-17,west
pink morsel,1533.0,2019-05-18,north
pink morsel,1737.0,2019-05-18,south
pink morsel,1608.0,2019-05-18,east
pink morsel,1662.0,2019-05-18,west
pink morsel,1797.0,2019-05-19,north
pink morsel,1728.0,2019-05-19,south
pink morsel,1686.0,2019-05-19,east
pink morsel,1650.0,2019-05-19,west
pink morsel,1695.0,2019-05-20,north
pink morsel,1752.0,2019-05-20,south
pink morsel,1785.0,2019-05-20,east
pink morsel,1668.0,2019-05-20,west
pink morsel,1515.0,2019-05-21,north
pink morsel,1683.0,2019-05-21,south
pink morsel,1794.0,2019-05-21,east
pink morsel,1533.0,2019-05-21,west
pink morsel,1599.0,2019-05-22,north
pink morsel,1761.0,2019-05-22,south
pink morsel,1761.0,2019-05-22,east
pink morsel,1722.0,2019-05-22,west
pink morsel,1626.0,2019-05-23,north
pink morsel,1668.0,2019-05-23,south
pink morsel,1641.0,2019-05-23,east
pink morsel,1740.0,2019-05-23,west
pink morsel,1650.0,2019-05-24,north
pink morsel,1623.0,2019-05-24,south
pink morsel,1653.0,2019-05-24,east
pink morsel,1773.0,2019-05-24,west
pink morsel,1788.0,2019-05-25,north
pink morsel,1581.0,2019-05-25,south
pink morsel,1677.0,2019-05-25,east
pink morsel,1569.0,2019-05-25,west
pink morsel,1791.0,2019-05-26,north
pink morsel,1617.0,2019-05-26,south
pink morsel,1638.0,2019-05-26,east
pink morsel,1542.0,2019-05-26,west
pink morsel,1590.0,2019-05-27,north
pink morsel,1704.0,2019-05-27,south
pink morsel,1680.0,2019-05-27,east
pink morsel,1527.0,2019-05-27,west
pink morsel,1635.0,2019-05-28,north
pink morsel,1755.0,2019-05-28,south
pink morsel,1560.0,2019-05-28,east
pink morsel,1533.0,2019-05-28,west
pink morsel,1599.0,2019-05-29,north
pink morsel,1677.0,2019-05-29,south
pink morsel,1581.0,2019-05-29,east
pink morsel,1680.0,2019-05-29,west
pink morsel,1692.0,2019-05-30,north
pink morsel,1644.0,2019-05-30,south
pink morsel,1716.0,2019-05-30,east
pink morsel,1761.0,2019-05-30,west
pink morsel,1716.0,2019-05-31,north
pink morsel,1764.0,2019-05-31,south
pink morsel,1677.0,2019-05-31,east
pink morsel,1605.0,2019-05-31,west
pink morsel,1680.0,2019-06-01,north
pink morsel,1695.0,2019-06-01,south
pink morsel,1548.0,2019-06-01,east
pink morsel,1689.0,2019-06-01,west
pink morsel,1755.0,2019-06-02,north
pink morsel,1707.0,2019-06-02,south
pink morsel,1557.0,2019-06-02,east
pink morsel,1644.0,2019-06-02,west
pink morsel,1719.0,2019-06-03,north
pink morsel,1680.0,2019-06-03,south
pink morsel,1581.0,2019-06-03,east
pink morsel,1749.0,2019-06-03,west
pink morsel,1602.0,2019-06-04,north
pink morsel,1704.0,2019-06-04,south
pink morsel,1602.0,2019-06-04,east
pink morsel,1554.0,2019-06-04,west
pink morsel,1632.0,2019-06-05,north
pink morsel,1560.0,2019-06-05,south
pink morsel,1647.0,2019-06-05,east
pink morsel,1560.0,2019-06-05,west
pink morsel,1662.0,2019-06-06,north
pink morsel,1545.0,2019-06-06,south
pink morsel,1614.0,2019-06-06,east
pink morsel,1746.0,2019-06-06,west
pink morsel,1713.0,2019-06-07,north
pink morsel,1668.0,2019-06-07,south
pink morsel,1503.0,2019-06-07,east
pink morsel,1758.0,2019-06-07,west
pink morsel,1656.0,2019-06-08,north
pink morsel,1560.0,2019-06-08,south
pink morsel,1710.0,2019-06-08,east
pink morsel,1677.0,2019-06-08,west
pink morsel,1782.0,2019-06-09,north
pink morsel,1665.0,2019-06-09,south
pink morsel,1782.0,2019-06-09,east
pink morsel,1797.0,2019-06-09,west
pink morsel,1698.0,2019-06-10,north
pink morsel,1689.0,2019-06-10,south
pink morsel,1623.0,2019-06-10,east
pink morsel,1767.0,2019-06-10,west
pink morsel,1635.0,2019-06-11,north
pink morsel,1563.0,2019-06-11,south
pink morsel,1785.0,2019-06-11,east
pink morsel,1521.0,2019-06-11,west
pink morsel,1728.0,2019-06-12,north
pink morsel,1515.0,2019-06-12,south
pink morsel,1548.0,2019-06-12,east
pink morsel,1677.0,2019-06-12,west
pink morsel,1587.0,2019-06-13,north
pink morsel,1719.0,2019-06-13,south
pink morsel,1587.0,2019-06-13,east
pink morsel,1773.0,2019-06-13,west
pink morsel,1557.0,2019-06-14,north
pink morsel,1680.0,2019-06-14,south
pink morsel,1773.0,2019-06-14,east
pink morsel,1509.0,2019-06-14,west
pink morsel,1602.0,2019-06-15,north
pink morsel,1794.0,2019-06-15,south
pink morsel,1764.0,2019-06-15,east
pink morsel,1785.0,2019-06-15,west
pink morsel,1662.0,2019-06-16,north
pink morsel,1563.0,2019-06-16,south
pink morsel,1671.0,2019-06-16,east
pink morsel,1533.0,2019-06-16,west
pink morsel,1587.0,2019-06-17,north
pink morsel,1512.0,2019-06-17,south
pink morsel,1536.0,2019-06-17,east
pink morsel,1566.0,2019-06-17,west
pink morsel,1767.0,2019-06-18,north
pink morsel,1614.0,2019-06-18,south
pink morsel,1776.0,2019-06-18,east
pink morsel,1728.0,2019-06-18,west
pink morsel,1614.0,2019-06-19,north
pink morsel,1572.0,2019-06-19,south
pink morsel,1614.0,2019-06-19,east
pink morsel,1734.0,2019-06-19,west
pink morsel,1566.0,2019-06-20,north
pink morsel,1632.0,2019-06-20,south
pink morsel,1785.0,2019-06-20,east
pink morsel,1770.0,2019-06-20,west
pink morsel,1725.0,2019-06-21,north
pink morsel,1542.0,2019-06-21,south
pink morsel,1677.0,2019-06-21,east
pink morsel,1533.0,2019-06-21,west
pink morsel,1578.0,2019-06-22,north
pink morsel,1713.0,2019-06-22,south
pink morsel,1776.0,2019-06-22,east
pink morsel,1515.0,2019-06-22,west
pink morsel,1587.0,2019-06-23,north
pink morsel,1770.0,2019-06-23,south
pink morsel,1773.0,2019-06-23,east
pink morsel,1671.0,2019-06-23,west
pink morsel,1704.0,2019-06-24,north
pink morsel,1545.0,2019-06-24,south
pink morsel,1671.0,2019-06-24,east
pink morsel,1800.0,2019-06-24,west
pink morsel,1611.0,2019-06-25,north
pink morsel,1797.0,2019-06-25,south
pink morsel,1623.0,2019-06-25,east
pink morsel,1776.0,2019-06-25,west
pink morsel,1677.0,2019-06-26,north
pink morsel,1800.0,2019-06-26,south
pink morsel,1794.0,2019-06-26,east
pink morsel,1686.0,2019-06-26,west
pink morsel,1671.0,2019-06-27,north
pink morsel,1635.0,2019-06-27,south
pink morsel,1740.0,2019-06-27,east
pink morsel,1671.0,2019-06-27,west
pink morsel,1671.0,2019-06-28,north
pink morsel,1770.0,2019-06-28,south
pink morsel,1773.0,2019-06-28,east
pink morsel,1581.0,2019-06-28,west
pink morsel,1533.0,2019-06-29,north
pink morsel,1650.0,2019-06-29,south
pink morsel,1536.0,2019-06-29,east
pink morsel,1548.0,2019-06-29,west
pink morsel,1785.0,2019-06-30,north
pink morsel,1614.0,2019-06-30,south
pink morsel,1569.0,2019-06-30,east
pink morsel,1800.0,2019-06-30,west
pink morsel,1644.0,2019-07-01,north
pink morsel,1659.0,2019-07-01,south
pink morsel,1659.0,2019-07-01,east
pink morsel,1644.0,2019-07-01,west
pink morsel,1656.0,2019-07-02,north
pink morsel,1566.0,2019-07-02,south
pink morsel,1686.0,2019-07-02,east
pink morsel,1677.0,2019-07-02,west
pink morsel,1770.0,2019-07-03,north
pink morsel,1689.0,2019-07-03,south
pink morsel,1704.0,2019-07-03,east
pink morsel,1800.0,2019-07-03,west
pink morsel,1782.0,2019-07-04,north
pink morsel,1746.0,2019-07-04,south
pink morsel,1527.0,2019-07-04,east
pink morsel,1581.0,2019-07-04,west
pink morsel,1518.0,2019-07-05,north
pink morsel,1554.0,2019-07-05,south
pink morsel,1548.0,2019-07-05,east
pink morsel,1533.0,2019-07-05,west
pink morsel,1791.0,2019-07-06,north
pink morsel,1578.0,2019-07-06,south
pink morsel,1779.0,2019-07-06,east
pink morsel,1704.0,2019-07-06,west
pink morsel,1587.0,2019-07-07,north
pink morsel,1593.0,2019-07-07,south
pink morsel,1644.0,2019-07-07,east
pink morsel,1680.0,2019-07-07,west
pink morsel,1614.0,2019-07-08,north
pink morsel,1704.0,2019-07-08,south
pink morsel,1797.0,2019-07-08,east
pink morsel,1770.0,2019-07-08,west
pink morsel,1605.0,2019-07-09,north
pink morsel,1686.0,2019-07-09,south
pink morsel,1794.0,2019-07-09,east
pink morsel,1713.0,2019-07-09,west
pink morsel,1755.0,2019-07-10,north
pink morsel,1500.0,2019-07-10,south
pink morsel,1632.0,2019-07-10,east
pink morsel,1800.0,2019-07-10,west
pink morsel,1800.0,2019-07-11,north
pink morsel,1650.0,2019-07-11,south
pink morsel,1704.0,2019-07-11,east
pink morsel,1590.0,2019-07-11,west
pink morsel,1779.0,2019-07-12,north
pink morsel,1554.0,2019-07-12,south
pink morsel,1635.0,2019-07-12,east
pink morsel,1608.0,2019-07-12,west
pink morsel,1791.0,2019-07-13,north
pink morsel,1779.0,2019-07-13,south
pink morsel,1527.0,2019-07-13,east
pink morsel,1689.0,2019-07-13,west
pink morsel,1782.0,2019-07-14,north
pink morsel,1662.0,2019-07-14,south
pink morsel,1620.0,2019-07-14,east
pink morsel,1692.0,2019-07-14,west
pink morsel,1551.0,2019-07-15,north
pink morsel,1620.0,2019-07-15,south
pink morsel,1725.0,2019-07-15,east
pink morsel,1602.0,2019-07-15,west
pink morsel,1518.0,2019-07-16,north
pink morsel,1761.0,2019-07-16,south
pink morsel,1539.0,2019-07-16,east
pink morsel,1614.0,2019-07-16,west
pink morsel,1548.0,2019-07-17,north
pink morsel,1551.0,2019-07-17,south
pink morsel,1722.0,2019-07-17,east
pink morsel,1662.0,2019-07-17,west
pink morsel,1509.0,2019-07-18,north
pink morsel,1773.0,2019-07-18,south
pink morsel,1767.0,2019-07-18,east
pink morsel,1581.0,2019-07-18,west
pink morsel,1626.0,2019-07-19,north
pink morsel,1734.0,2019-07-19,south
pink morsel,1761.0,2019-07-19,east
pink morsel,1659.0,2019-07-19,west
pink morsel,1638.0,2019-07-20,north
pink morsel,1539.0,2019-07-20,south
pink morsel,1782.0,2019-07-20,east
pink morsel,1728.0,2019-07-20,west
pink morsel,1746.0,2019-07-21,north
pink morsel,1536.0,2019-07-21,south
pink morsel,1719.0,2019-07-21,east
pink morsel,1773.0,2019-07-21,west
pink morsel,1611.0,2019-07-22,north
pink morsel,1665.0,2019-07-22,south
pink morsel,1506.0,2019-07-22,east
pink morsel,1746.0,2019-07-22,west
pink morsel,1770.0,2019-07-23,north
pink morsel,1734.0,2019-07-23,south
pink morsel,1707.0,2019-07-23,east
pink morsel,1620.0,2019-07-23,west
pink morsel,1569.0,2019-07-24,north
pink morsel,1656.0,2019-07-24,south
pink morsel,1617.0,2019-07-24,east
pink morsel,1638.0,2019-07-24,west
pink morsel,1701.0,2019-07-25,north
pink morsel,1713.0,2019-07-25,south
pink morsel,1557.0,2019-07-25,east
pink morsel,1725.0,2019-07-25,west
pink morsel,1605.0,2019-07-26,north
pink morsel,1770.0,2019-07-26,south
pink morsel,1557.0,2019-07-26,east
pink morsel,1755.0,2019-07-26,west
pink morsel,1737.0,2019-07-27,north
pink morsel,1785.0,2019-07-27,south
pink morsel,1545.0,2019-07-27,east
pink morsel,1560.0,2019-07-27,west
pink morsel,1509.0,2019-07-28,north
pink morsel,1761.0,2019-07-28,south
pink morsel,1551.0,2019-07-28,east
pink morsel,1683.0,2019-07-28,west
pink morsel,1644.0,2019-07-29,north
pink morsel,1608.0,2019-07-29,south
pink morsel,1719.0,2019-07-29,east
pink morsel,1794.0,2019-07-29,west
pink morsel,1764.0,2019-07-30,north
pink morsel,1512.0,2019-07-30,south
pink morsel,1701.0,2019-07-30,east
pink morsel,1797.0,2019-07-30,west
pink morsel,1734.0,2019-07-31,north
pink morsel,1791.0,2019-07-31,south
pink morsel,1761.0,2019-07-31,east
pink morsel,1587.0,2019-07-31,west
pink morsel,1596.0,2019-08-01,north
pink morsel,1542.0,2019-08-01,south
pink morsel,1710.0,2019-08-01,east
pink morsel,1701.0,2019-08-01,west
pink morsel,1647.0,2019-08-02,north
pink morsel,1524.0,2019-08-02,south
pink morsel,1782.0,2019-08-02,east
pink morsel,1716.0,2019-08-02,west
pink morsel,1752.0,2019-08-03,north
pink morsel,1686.0,2019-08-03,south
pink morsel,1764.0,2019-08-03,east
pink morsel,1755.0,2019-08-03,west
pink morsel,1578.0,2019-08-04,north
pink morsel,1539.0,2019-08-04,south
pink morsel,1743.0,2019-08-04,east
pink morsel,1596.0,2019-08-04,west
pink morsel,1506.0,2019-08-05,north
pink morsel,1527.0,2019-08-05,south
pink morsel,1626.0,2019-08-05,east
pink morsel,1530.0,2019-08-05,west
pink morsel,1521.0,2019-08-06,north
pink morsel,1713.0,2019-08-06,south
pink morsel,1761.0,2019-08-06,east
pink morsel,1557.0,2019-08-06,west
pink morsel,1584.0,2019-08-07,north
pink morsel,1764.0,2019-08-07,south
pink morsel,1623.0,2019-08-07,east
pink morsel,1776.0,2019-08-07,west
pink morsel,1749.0,2019-08-08,north
pink morsel,1707.0,2019-08-08,south
pink morsel,1629.0,2019-08-08,east
pink morsel,1773.0,2019-08-08,west
pink morsel,1758.0,2019-08-09,north
pink morsel,1671.0,2019-08-09,south
pink morsel,1659.0,2019-08-09,east
pink morsel,1641.0,2019-08-09,west
pink morsel,1596.0,2019-08-10,north
pink morsel,1626.0,2019-08-10,south
pink morsel,1557.0,2019-08-10,east
pink morsel,1695.0,2019-08-10,west
